candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,priority,existence_status,evidence_level,confirmed_sources,publication_evidence_count,project_title_candidate,lead_investigator_candidate,institution_candidate,exact_web_query,funding_web_query,institution_site_query,official_confirmation_status,next_action,warning
51969005,E,2019,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51969005""","""51969005"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51969005""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50968002,E,2009,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""50968002""","""50968002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50968002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51469006,E,2014,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51469006""","""51469006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51469006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51469017,E,2014,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51469017""","""51469017"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51469017""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51569019,E,2015,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51569019""","""51569019"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51569019""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468046,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51468046""","""51468046"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468046""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51669029,E,2016,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51669029""","""51669029"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51669029""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50679049,E,2006,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""50679049""","""50679049"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50679049""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51168027,E,2011,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51168027""","""51168027"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51168027""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51168028,E,2011,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51168028""","""51168028"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51168028""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268008,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51268008""","""51268008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268018,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51268018""","""51268018"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268018""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368011,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51368011""","""51368011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368045,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51368045""","""51368045"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368045""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50408024,E,2004,youth_c,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""50408024""","""50408024"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50408024""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51369008,E,2013,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51369008""","""51369008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51369008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50471102,E,2004,general,E01,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50471102""","""50471102"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50471102""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51666009,E,2016,regional,E06,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51666009""","""51666009"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51666009""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50371057,E,2003,general,E01,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50371057""","""50371057"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50371057""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50103012,E,2001,youth_c,E03,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50103012""","""50103012"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50103012""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50574020,E,2005,general,E04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50574020""","""50574020"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50574020""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
90815001,E,2008,major_research_plan,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""90815001""","""90815001"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""90815001""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51469025,E,2014,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51469025""","""51469025"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51469025""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51569024,E,2015,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51569024""","""51569024"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51569024""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50779008,E,2007,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50779008""","""50779008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50779008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50779027,E,2007,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50779027""","""50779027"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50779027""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50779080,E,2007,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50779080""","""50779080"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50779080""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50579008,E,2005,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50579008""","""50579008"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50579008""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
90715031,E,2007,major_research_plan,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""90715031""","""90715031"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""90715031""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468030,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51468030""","""51468030"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468030""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468048,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51468048""","""51468048"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468048""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51468056,E,2014,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51468056""","""51468056"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51468056""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51169017,E,2011,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51169017""","""51169017"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51169017""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51869021,E,2018,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51869021""","""51869021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51869021""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50508006,E,2005,youth_c,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50508006""","""50508006"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50508006""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50508014,E,2005,youth_c,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50508014""","""50508014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50508014""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50508018,E,2005,youth_c,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50508018""","""50508018"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50508018""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50108009,E,2001,youth_c,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50108009""","""50108009"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50108009""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50278076,E,2002,general,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50278076""","""50278076"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50278076""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51069007,E,2010,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51069007""","""51069007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51069007""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50679018,E,2006,general,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""50679018""","""50679018"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50679018""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268026,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51268026""","""51268026"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268026""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268047,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51268047""","""51268047"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268047""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51268052,E,2012,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51268052""","""51268052"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51268052""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51269002,E,2012,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51269002""","""51269002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51269002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51269017,E,2012,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51269017""","""51269017"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51269017""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59778016,E,1997,general,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""59778016""","""59778016"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59778016""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368024,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51368024""","""51368024"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368024""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368029,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51368029""","""51368029"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368029""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51368051,E,2013,regional,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51368051""","""51368051"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51368051""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51369004,E,2013,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51369004""","""51369004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51369004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51369030,E,2013,regional,E09,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""51369030""","""51369030"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51369030""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
59978020,E,1999,general,E08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""59978020""","""59978020"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""59978020""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
