project_type,discipline_scope,change_year,added_templates,removed_templates,previous_template_count,current_template_count
youth_c,B03,2005,2{YY}05{SERIAL:03d},,4,5
youth_c,B03,2008,,2{YY}05{SERIAL:03d},5,4
youth_c,B03,2009,2{YY}05{SERIAL:03d},,4,5
youth_c,B03,2015,,2{YY}02{SERIAL:03d},5,4
youth_c,B03,2016,2{YY}02{SERIAL:03d},,4,5
youth_c,B03,2018,,2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}04{SERIAL:03d};2{YY}05{SERIAL:03d},5,1
youth_c,B04,1992,2{YY}02{SERIAL:03d};2{YY}04{SERIAL:03d};2{YY}05{SERIAL:03d},2{YY}00{SERIAL:03d},1,3
youth_c,B04,1993,,2{YY}02{SERIAL:03d},3,2
youth_c,B04,1995,,2{YY}04{SERIAL:03d},2,1
youth_c,B04,1998,2{YY}01{SERIAL:03d},,1,2
youth_c,B04,2000,2{YY}04{SERIAL:03d},2{YY}01{SERIAL:03d},2,2
youth_c,B04,2001,,2{YY}04{SERIAL:03d},2,1
youth_c,B04,2002,2{YY}02{SERIAL:03d};2{YY}04{SERIAL:03d},,1,3
youth_c,B04,2003,2{YY}01{SERIAL:03d},2{YY}02{SERIAL:03d},3,3
youth_c,B04,2004,,2{YY}01{SERIAL:03d},3,2
youth_c,B04,2006,2{YY}02{SERIAL:03d},2{YY}04{SERIAL:03d},2,2
youth_c,B04,2007,2{YY}04{SERIAL:03d},2{YY}02{SERIAL:03d},2,2
youth_c,B04,2008,2{YY}02{SERIAL:03d},,2,3
youth_c,B04,2009,2{YY}01{SERIAL:03d},,3,4
youth_c,B04,2010,,2{YY}01{SERIAL:03d},4,3
youth_c,B04,2012,2{YY}01{SERIAL:03d},,3,4
youth_c,B04,2014,,2{YY}04{SERIAL:03d},4,3
youth_c,B04,2016,,2{YY}01{SERIAL:03d},3,2
youth_c,B04,2017,2{YY}01{SERIAL:03d},,2,3
youth_c,B04,2018,2{YY}04{SERIAL:03d},2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}05{SERIAL:03d},3,1
youth_c,B05,1992,2{YY}01{SERIAL:03d};2{YY}04{SERIAL:03d},2{YY}00{SERIAL:03d},1,2
youth_c,B05,1993,,2{YY}01{SERIAL:03d},2,1
youth_c,B05,1994,2{YY}02{SERIAL:03d},,1,2
youth_c,B05,1995,,2{YY}02{SERIAL:03d},2,1
youth_c,B05,1997,2{YY}02{SERIAL:03d},,1,2
youth_c,B05,1998,,2{YY}02{SERIAL:03d},2,1
youth_c,B05,1999,2{YY}02{SERIAL:03d},,1,2
youth_c,B05,2000,,2{YY}02{SERIAL:03d},2,1
youth_c,B05,2003,2{YY}02{SERIAL:03d},,1,2
youth_c,B05,2005,,2{YY}02{SERIAL:03d},2,1
youth_c,B05,2006,2{YY}02{SERIAL:03d},,1,2
youth_c,B05,2007,2{YY}01{SERIAL:03d},,2,3
youth_c,B05,2014,2{YY}03{SERIAL:03d},,3,4
youth_c,B05,2021,2{YY}05{SERIAL:03d},2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}03{SERIAL:03d};2{YY}04{SERIAL:03d},4,1
youth_c,B05_legacy_material_energy,2018,2{YY}05{SERIAL:03d},2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}03{SERIAL:03d};2{YY}04{SERIAL:03d},4,1
youth_c,B06,1992,2{YY}07{SERIAL:03d},2{YY}00{SERIAL:03d},1,1
youth_c,B06,1994,2{YY}01{SERIAL:03d},,1,2
youth_c,B06,1995,,2{YY}01{SERIAL:03d},2,1
youth_c,B06,1996,2{YY}01{SERIAL:03d},,1,2
youth_c,B06,1997,,2{YY}01{SERIAL:03d},2,1
youth_c,B06,1998,2{YY}01{SERIAL:03d},,1,2
youth_c,B06,1999,,2{YY}01{SERIAL:03d},2,1
youth_c,B06,2001,2{YY}06{SERIAL:03d},,1,2
youth_c,B06,2002,2{YY}01{SERIAL:03d},2{YY}06{SERIAL:03d},2,2
youth_c,B06,2003,2{YY}06{SERIAL:03d},,2,3
youth_c,B06,2004,,2{YY}06{SERIAL:03d},3,2
youth_c,B06,2005,2{YY}06{SERIAL:03d},,2,3
youth_c,B06,2007,,2{YY}06{SERIAL:03d},3,2
youth_c,B06,2008,2{YY}03{SERIAL:03d},,2,3
youth_c,B06,2010,,2{YY}03{SERIAL:03d},3,2
youth_c,B06,2011,2{YY}03{SERIAL:03d},,2,3
youth_c,B06,2012,2{YY}06{SERIAL:03d},,3,4
youth_c,B06,2013,,2{YY}03{SERIAL:03d},4,3
youth_c,B06,2014,2{YY}03{SERIAL:03d},2{YY}06{SERIAL:03d},3,3
youth_c,B06,2015,,2{YY}03{SERIAL:03d},3,2
youth_c,B06,2016,2{YY}03{SERIAL:03d},,2,3
youth_c,B06,2018,2{YY}06{SERIAL:03d},2{YY}01{SERIAL:03d};2{YY}03{SERIAL:03d};2{YY}07{SERIAL:03d},3,1
youth_c,B07,1992,2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d},2{YY}00{SERIAL:03d},1,2
youth_c,B07,1994,,2{YY}01{SERIAL:03d},2,1
youth_c,B07,1997,2{YY}01{SERIAL:03d},,1,2
youth_c,B07,1998,,2{YY}01{SERIAL:03d},2,1
youth_c,B07,2001,2{YY}01{SERIAL:03d},,1,2
youth_c,B07,2008,2{YY}03{SERIAL:03d},,2,3
youth_c,B07,2017,2{YY}08{SERIAL:03d},,3,4
youth_c,B07,2018,2{YY}07{SERIAL:03d},2{YY}01{SERIAL:03d};2{YY}02{SERIAL:03d};2{YY}03{SERIAL:03d};2{YY}08{SERIAL:03d},4,1
youth_c,B08,1992,2{YY}06{SERIAL:03d},2{YY}00{SERIAL:03d},1,1
youth_c,B08,1995,2{YY}02{SERIAL:03d},,1,2
youth_c,B08,1996,,2{YY}02{SERIAL:03d},2,1
youth_c,B08,1997,2{YY}02{SERIAL:03d},,1,2
youth_c,B08,1998,,2{YY}02{SERIAL:03d},2,1
youth_c,B08,2002,2{YY}02{SERIAL:03d},,1,2
youth_c,B08,2003,,2{YY}02{SERIAL:03d},2,1
youth_c,B08,2007,2{YY}02{SERIAL:03d},,1,2
youth_c,B08,2008,2{YY}03{SERIAL:03d},2{YY}02{SERIAL:03d},2,2
youth_c,B08,2010,2{YY}02{SERIAL:03d},,2,3
youth_c,B08,2012,,2{YY}02{SERIAL:03d},3,2
youth_c,B08,2013,2{YY}02{SERIAL:03d},,2,3
youth_c,B08,2018,2{YY}08{SERIAL:03d},2{YY}02{SERIAL:03d};2{YY}03{SERIAL:03d};2{YY}06{SERIAL:03d},3,1
youth_c,B09,2008,2{YY}03{SERIAL:03d},,1,2
youth_c,B09,2009,,2{YY}04{SERIAL:03d},2,1
youth_c,B09,2010,2{YY}04{SERIAL:03d},,1,2
youth_c,B09,2013,,2{YY}04{SERIAL:03d},2,1
youth_c,B09,2014,2{YY}04{SERIAL:03d},,1,2
youth_c,B09,2018,2{YY}05{SERIAL:03d},2{YY}03{SERIAL:03d};2{YY}04{SERIAL:03d},2,1
youth_c,B09,2021,2{YY}09{SERIAL:03d},2{YY}05{SERIAL:03d},1,1
