discipline_root,candidate_approval_number,approval_year,project_type_contexts,discipline_scope_contexts,segment_ids,max_segment_density,priority,context_risk,next_probe_policy,exact_web_query,funding_web_query,crossref_filter,institution_site_query,status,selected_for_first_batch,warning,crossref_strict_http_status,crossref_strict_total_results,crossref_strict_exact_nsfc_work_count,crossref_fallback_http_status,crossref_fallback_total_results,crossref_fallback_exact_award_count,openalex_award_count,openalex_work_count,openalex_award_http_statuses,openalex_work_http_statuses,confirmed_sources,publication_evidence_count,existence_status,evidence_level,project_title_candidate,lead_investigator_candidate,institution_candidate,candidate_identity_source,official_confirmation_status,requires_web_review,next_action,source_errors,retrieved_at,warning
E,51774189,2017,general,E04,2017|general|E04|51774|3,0.997093,P1,false,immediate_probe,"""51774189""","""51774189"" ""National Natural Science Foundation of China""","award.number:51774189,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51774189""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,10,10,,0,0,0,0,200,200,crossref,10,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51872101,2018,general,E02,2018|general|E02|51872|3,0.997067,P1,false,immediate_probe,"""51872101""","""51872101"" ""National Natural Science Foundation of China""","award.number:51872101,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51872101""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,27,27,,0,0,0,0,200,200,crossref,27,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51704165,2017,youth_c,E04,2017|youth_c|E04|51704|3,0.997050,P1,false,immediate_probe,"""51704165""","""51704165"" ""National Natural Science Foundation of China""","award.number:51704165,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51704165""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51672191,2016,general,E02,2016|general|E02|51672|3,0.996825,P1,false,immediate_probe,"""51672191""","""51672191"" ""National Natural Science Foundation of China""","award.number:51672191,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51672191""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,12,12,,0,0,0,0,200,200,crossref,12,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51604146,2016,youth_c,E04,2016|youth_c|E04|51604|3,0.996785,P1,false,immediate_probe,"""51604146""","""51604146"" ""National Natural Science Foundation of China""","award.number:51604146,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51604146""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51404224,2014,youth_c,E04,2014|youth_c|E04|51404|3,0.996764,P1,false,immediate_probe,"""51404224""","""51404224"" ""National Natural Science Foundation of China""","award.number:51404224,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51404224""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,50975236,2009,general,E05,2009|general|E05|50975|3,0.996711,P1,false,immediate_probe,"""50975236""","""50975236"" ""National Natural Science Foundation of China""","award.number:50975236,award.funder:501100001809","site:edu.cn OR site:ac.cn ""50975236""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,3,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51272082,2012,general,E02,2012|general|E02|51272|3,0.996700,P1,false,immediate_probe,"""51272082""","""51272082"" ""National Natural Science Foundation of China""","award.number:51272082,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51272082""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,2,2,,0,0,0,0,200,200,crossref,2,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51975033,2019,general,E05,2019|general|E05|51975|3,0.996661,P1,false,immediate_probe,"""51975033""","""51975033"" ""National Natural Science Foundation of China""","award.number:51975033,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51975033""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,6,6,,0,0,0,0,200,200,crossref,6,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51975359,2019,general,E05,2019|general|E05|51975|3,0.996661,P1,false,immediate_probe,"""51975359""","""51975359"" ""National Natural Science Foundation of China""","award.number:51975359,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51975359""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51504102,2015,youth_c,E04,2015|youth_c|E04|51504|3,0.996656,P1,false,immediate_probe,"""51504102""","""51504102"" ""National Natural Science Foundation of China""","award.number:51504102,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51504102""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51172056,2011,general,E02,2011|general|E02|51172|3,0.996587,P1,false,immediate_probe,"""51172056""","""51172056"" ""National Natural Science Foundation of China""","award.number:51172056,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51172056""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51372147,2013,general,E02,2013|general|E02|51372|3,0.996466,P1,false,immediate_probe,"""51372147""","""51372147"" ""National Natural Science Foundation of China""","award.number:51372147,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51372147""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,10,10,,0,0,0,0,200,200,crossref,10,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,52075115,2020,general,E05,2020|general|E05|52075|3,0.996435,P1,false,immediate_probe,"""52075115""","""52075115"" ""National Natural Science Foundation of China""","award.number:52075115,award.funder:501100001809","site:edu.cn OR site:ac.cn ""52075115""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,9,9,,0,0,0,0,200,200,crossref,9,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,52075345,2020,general,E05,2020|general|E05|52075|3,0.996435,P1,false,immediate_probe,"""52075345""","""52075345"" ""National Natural Science Foundation of China""","award.number:52075345,award.funder:501100001809","site:edu.cn OR site:ac.cn ""52075345""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,9,9,,0,0,0,0,200,200,crossref,7,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51705150,2017,youth_c,E05,2017|youth_c|E05|51705|3,0.996337,P1,false,immediate_probe,"""51705150""","""51705150"" ""National Natural Science Foundation of China""","award.number:51705150,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51705150""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51705367,2017,youth_c,E05,2017|youth_c|E05|51705|3,0.996337,P1,false,immediate_probe,"""51705367""","""51705367"" ""National Natural Science Foundation of China""","award.number:51705367,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51705367""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
B,22001188,2020,youth_c,B01,2020|youth_c|B01|22001|3,0.996337,P1,false,immediate_probe,"""22001188""","""22001188"" ""National Natural Science Foundation of China""","award.number:22001188,award.funder:501100001809","site:edu.cn OR site:ac.cn ""22001188""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,3,3,,0,0,0,0,200,200,crossref,3,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51005126,2010,youth_c,E05,2010|youth_c|E05|51005|3,0.996212,P1,false,immediate_probe,"""51005126""","""51005126"" ""National Natural Science Foundation of China""","award.number:51005126,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51005126""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51405295,2014,youth_c,E05,2014|youth_c|E05|51405|3,0.996183,P1,false,immediate_probe,"""51405295""","""51405295"" ""National Natural Science Foundation of China""","award.number:51405295,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51405295""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51405515,2014,youth_c,E05,2014|youth_c|E05|51405|3,0.996183,P1,false,immediate_probe,"""51405515""","""51405515"" ""National Natural Science Foundation of China""","award.number:51405515,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51405515""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,9,9,,0,0,0,0,200,200,crossref,9,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,52005324,2020,youth_c,E05,2020|youth_c|E05|52005|3,0.996176,P1,false,immediate_probe,"""52005324""","""52005324"" ""National Natural Science Foundation of China""","award.number:52005324,award.funder:501100001809","site:edu.cn OR site:ac.cn ""52005324""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,52005411,2020,youth_c,E05,2020|youth_c|E05|52005|3,0.996176,P1,false,immediate_probe,"""52005411""","""52005411"" ""National Natural Science Foundation of China""","award.number:52005411,award.funder:501100001809","site:edu.cn OR site:ac.cn ""52005411""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,15,14,,0,0,0,0,200,200,crossref,14,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
B,21908213,2019,youth_c,B08,2019|youth_c|B08|21908|3,0.996109,P1,false,immediate_probe,"""21908213""","""21908213"" ""National Natural Science Foundation of China""","award.number:21908213,award.funder:501100001809","site:edu.cn OR site:ac.cn ""21908213""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51901142,2019,youth_c,E01,2019|youth_c|E01|51901|3,0.996063,P1,false,immediate_probe,"""51901142""","""51901142"" ""National Natural Science Foundation of China""","award.number:51901142,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51901142""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51605246,2016,youth_c,E05,2016|youth_c|E05|51605|3,0.995992,P1,false,immediate_probe,"""51605246""","""51605246"" ""National Natural Science Foundation of China""","award.number:51605246,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51605246""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51605448,2016,youth_c,E05,2016|youth_c|E05|51605|3,0.995992,P1,false,immediate_probe,"""51605448""","""51605448"" ""National Natural Science Foundation of China""","award.number:51605448,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51605448""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,4,4,,0,0,0,0,200,200,crossref,4,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51706003,2017,youth_c,E06,2017|youth_c|E06|51706|3,0.995984,P1,false,immediate_probe,"""51706003""","""51706003"" ""National Natural Science Foundation of China""","award.number:51706003,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51706003""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,1,1,,0,0,0,0,200,200,crossref,1,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51973174,2019,general,E03,2019|general|E03|51973|3,0.995935,P1,false,immediate_probe,"""51973174""","""51973174"" ""National Natural Science Foundation of China""","award.number:51973174,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51973174""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,3,3,,0,0,0,0,200,200,crossref,3,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51403158,2014,youth_c,E03,2014|youth_c|E03|51403|3,0.995918,P1,false,immediate_probe,"""51403158""","""51403158"" ""National Natural Science Foundation of China""","award.number:51403158,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51403158""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,14,14,,0,0,0,0,200,200,crossref,14,confirmed_bibliographic,C_bibliographic,,,,,not_checked,true,official_or_institutional_confirmation,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51475123,2014,general,E05,2014|general|E05|51475|3,0.995876,P1,false,immediate_probe,"""51475123""","""51475123"" ""National Natural Science Foundation of China""","award.number:51475123,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51475123""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
E,51475283,2014,general,E05,2014|general|E05|51475|3,0.995876,P1,false,immediate_probe,"""51475283""","""51475283"" ""National Natural Science Foundation of China""","award.number:51475283,award.funder:501100001809","site:edu.cn OR site:ac.cn ""51475283""",queued,true,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred,200,0,0,200,0,0,0,0,200,200,,0,no_match_all_sources,E_negative_probe_only,,,,,not_checked,true,exact_web_and_institution_search,,2026-08-27T07:33:47+00:00,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
