segment_id,run_index,run_start_serial,run_end_serial,run_count,run_start_number,run_end_number
1993|key|E08|59338|3,1,120,120,1,59338120,59338120
1993|key|E08|59338|3,2,130,130,1,59338130,59338130
1993|key|E08|59338|3,3,140,140,1,59338140,59338140
1993|key|E09|59339|3,1,160,162,3,59339160,59339162
1993|key|E09|59339|3,2,170,172,3,59339170,59339172
1993|regional|E01|59361|3,1,1,1,1,59361001,59361001
1993|regional|E02|59362|3,1,2,2,1,59362002,59362002
1993|regional|E03|59363|3,1,3,3,1,59363003,59363003
1993|regional|E05|59365|3,1,4,4,1,59365004,59365004
1993|regional|E06|59366|3,1,5,5,1,59366005,59366005
1993|regional|E08|59368|3,1,6,7,2,59368006,59368007
1993|regional|E09|59369|3,1,8,9,2,59369008,59369009
1993|special|E01|59341|3,1,1,3,3,59341001,59341003
1993|special|E01|59341|3,2,6,6,1,59341006,59341006
1993|special|E01|59341|3,3,9,9,1,59341009,59341009
1993|special|E01|59381|3,1,1,8,8,59381001,59381008
1993|special|E02|59323|3,1,1,1,1,59323001,59323001
1993|special|E02|59382|3,1,9,15,7,59382009,59382015
1993|special|E03|59343|3,1,7,7,1,59343007,59343007
1993|special|E03|59343|3,2,11,11,1,59343011,59343011
1993|special|E03|59383|3,1,16,20,5,59383016,59383020
1993|special|E05|59345|3,1,5,5,1,59345005,59345005
1993|special|E05|59345|3,2,8,8,1,59345008,59345008
1993|special|E05|59385|3,1,21,25,5,59385021,59385025
1993|special|E06|59386|3,1,26,29,4,59386026,59386029
1993|special|E07|59347|3,1,10,10,1,59347010,59347010
1993|special|E08|59348|3,1,4,4,1,59348004,59348004
1993|youth_c|E01|59301|3,1,1,9,9,59301001,59301009
1993|youth_c|E02|59302|3,1,10,21,12,59302010,59302021
1993|youth_c|E03|59303|3,1,22,26,5,59303022,59303026
1993|youth_c|E04|59304|3,1,27,32,6,59304027,59304032
1993|youth_c|E05|59305|3,1,33,51,19,59305033,59305051
1993|youth_c|E06|59306|3,1,52,63,12,59306052,59306063
1993|youth_c|E07|59307|3,1,64,70,7,59307064,59307070
1993|youth_c|E08|59308|3,1,71,75,5,59308071,59308075
1993|youth_c|E08|59308|3,2,78,84,7,59308078,59308084
1993|youth_c|E09|59309|3,1,85,92,8,59309085,59309092
1993|youth_c|E10|59308|3,1,76,77,2,59308076,59308077
1994|general|E01|59471|3,1,1,71,71,59471001,59471071
1994|general|E02|59472|3,1,1,41,41,59472001,59472041
1994|general|E03|59473|3,1,1,29,29,59473001,59473029
1994|general|E04|59474|3,1,1,27,27,59474001,59474027
1994|general|E05|59475|3,1,1,90,90,59475001,59475090
1994|general|E06|59476|3,1,1,47,47,59476001,59476047
1994|general|E07|59477|3,1,1,22,22,59477001,59477022
1994|general|E08|59478|3,1,1,11,11,59478001,59478011
1994|general|E08|59478|3,2,22,45,24,59478022,59478045
1994|general|E08|59478|3,3,47,52,6,59478047,59478052
1994|general|E09|59479|3,1,1,3,3,59479001,59479003
1994|general|E09|59479|3,2,5,19,15,59479005,59479019
1994|general|E09|59479|3,3,23,29,7,59479023,59479029
1994|general|E10|59478|3,1,12,21,10,59478012,59478021
1994|general|E10|59479|3,1,20,22,3,59479020,59479022
1994|general|E11|59479|3,1,4,4,1,59479004,59479004
1994|key|E01|59431|3,1,10,11,2,59431010,59431011
1994|key|E01|59431|3,2,20,22,3,59431020,59431022
1994|key|E01|59431|3,3,30,31,2,59431030,59431031
1994|key|E01|59431|3,4,40,40,1,59431040,59431040
1994|key|E02|59432|3,1,50,53,4,59432050,59432053
1994|key|E02|59432|3,2,60,62,3,59432060,59432062
1994|key|E03|59433|3,1,70,72,3,59433070,59433072
1994|key|E04|59434|3,1,80,83,4,59434080,59434083
1994|key|E05|59435|3,1,90,92,3,59435090,59435092
1994|key|E06|59431|3,1,12,13,2,59431012,59431013
1994|key|E06|59431|3,2,32,32,1,59431032,59431032
