ambiguity_kind,approval_year,subject,values,warning
one_project_type_multiple_templates,2011,youth_c,5{YY}01{SERIAL:03d}:178;5{YY}02{SERIAL:03d}:289;5{YY}03{SERIAL:03d}:183;5{YY}04{SERIAL:03d}:194;5{YY}05{SERIAL:03d}:395;5{YY}06{SERIAL:03d}:188;5{YY}07{SERIAL:03d}:156;5{YY}08{SERIAL:03d}:487;5{YY}09{SERIAL:03d}:232,project type may occupy several numbering families
one_project_type_multiple_templates,2012,general,5{YY}71{SERIAL:03d}:215;5{YY}72{SERIAL:03d}:302;5{YY}73{SERIAL:03d}:221;5{YY}74{SERIAL:03d}:268;5{YY}75{SERIAL:03d}:560;5{YY}76{SERIAL:03d}:214;5{YY}77{SERIAL:03d}:196;5{YY}78{SERIAL:03d}:526;5{YY}79{SERIAL:03d}:225,project type may occupy several numbering families
one_project_type_multiple_templates,2012,joint_fund,U{YY}04{SERIAL:03d}:25;U{YY}34{SERIAL:03d}:11;U{YY}60{SERIAL:03d}:8;U{YY}61{SERIAL:03d}:40,project type may occupy several numbering families
one_project_type_multiple_templates,2012,key,5{YY}31{SERIAL:03d}:8;5{YY}32{SERIAL:03d}:9;5{YY}33{SERIAL:03d}:8;5{YY}34{SERIAL:03d}:10;5{YY}35{SERIAL:03d}:10;5{YY}36{SERIAL:03d}:8;5{YY}37{SERIAL:03d}:7;5{YY}38{SERIAL:03d}:12;5{YY}39{SERIAL:03d}:10,project type may occupy several numbering families
one_project_type_multiple_templates,2012,major_research_plan,9{YY}15{SERIAL:03d}:1;9{YY}16{SERIAL:03d}:2;9{YY}22{SERIAL:03d}:4;9{YY}23{SERIAL:03d}:3;9{YY}26{SERIAL:03d}:2;9{YY}27{SERIAL:03d}:1;9{YY}33{SERIAL:03d}:17,project type may occupy several numbering families
one_project_type_multiple_templates,2012,regional,5{YY}61{SERIAL:03d}:28;5{YY}62{SERIAL:03d}:32;5{YY}63{SERIAL:03d}:21;5{YY}64{SERIAL:03d}:39;5{YY}65{SERIAL:03d}:51;5{YY}66{SERIAL:03d}:16;5{YY}67{SERIAL:03d}:21;5{YY}68{SERIAL:03d}:58;5{YY}69{SERIAL:03d}:32,project type may occupy several numbering families
one_project_type_multiple_templates,2012,special,5{YY}20{SERIAL:03d}:5;5{YY}24{SERIAL:03d}:5;5{YY}27{SERIAL:03d}:6;5{YY}41{SERIAL:03d}:10;5{YY}42{SERIAL:03d}:10;5{YY}43{SERIAL:03d}:9;5{YY}44{SERIAL:03d}:10;5{YY}45{SERIAL:03d}:17;5{YY}46{SERIAL:03d}:10;5{YY}47{SERIAL:03d}:9;5{YY}48{SERIAL:03d}:9;5{YY}49{SERIAL:03d}:10;5{YY}54{SERIAL:03d}:4,project type may occupy several numbering families
one_project_type_multiple_templates,2012,youth_c,5{YY}01{SERIAL:03d}:192;5{YY}02{SERIAL:03d}:304;5{YY}03{SERIAL:03d}:196;5{YY}04{SERIAL:03d}:221;5{YY}05{SERIAL:03d}:434;5{YY}06{SERIAL:03d}:198;5{YY}07{SERIAL:03d}:174;5{YY}08{SERIAL:03d}:537;5{YY}09{SERIAL:03d}:242,project type may occupy several numbering families
one_project_type_multiple_templates,2013,general,5{YY}71{SERIAL:03d}:202;5{YY}72{SERIAL:03d}:282;5{YY}73{SERIAL:03d}:205;5{YY}74{SERIAL:03d}:269;5{YY}75{SERIAL:03d}:520;5{YY}76{SERIAL:03d}:204;5{YY}77{SERIAL:03d}:188;5{YY}78{SERIAL:03d}:521;5{YY}79{SERIAL:03d}:225,project type may occupy several numbering families
one_project_type_multiple_templates,2013,joint_fund,U{YY}04{SERIAL:03d}:29;U{YY}34{SERIAL:03d}:7;U{YY}60{SERIAL:03d}:11;U{YY}61{SERIAL:03d}:44,project type may occupy several numbering families
one_project_type_multiple_templates,2013,key,5{YY}31{SERIAL:03d}:8;5{YY}32{SERIAL:03d}:9;5{YY}33{SERIAL:03d}:8;5{YY}34{SERIAL:03d}:8;5{YY}35{SERIAL:03d}:11;5{YY}36{SERIAL:03d}:11;5{YY}37{SERIAL:03d}:9;5{YY}38{SERIAL:03d}:10;5{YY}39{SERIAL:03d}:8,project type may occupy several numbering families
one_project_type_multiple_templates,2013,major_research_plan,9{YY}23{SERIAL:03d}:6;9{YY}26{SERIAL:03d}:1;9{YY}33{SERIAL:03d}:23;9{YY}34{SERIAL:03d}:3,project type may occupy several numbering families
one_project_type_multiple_templates,2013,regional,5{YY}61{SERIAL:03d}:28;5{YY}62{SERIAL:03d}:31;5{YY}63{SERIAL:03d}:20;5{YY}64{SERIAL:03d}:40;5{YY}65{SERIAL:03d}:53;5{YY}66{SERIAL:03d}:15;5{YY}67{SERIAL:03d}:19;5{YY}68{SERIAL:03d}:61;5{YY}69{SERIAL:03d}:31,project type may occupy several numbering families
one_project_type_multiple_templates,2013,special,5{YY}20{SERIAL:03d}:1;5{YY}23{SERIAL:03d}:14;5{YY}27{SERIAL:03d}:7;5{YY}41{SERIAL:03d}:10;5{YY}42{SERIAL:03d}:10;5{YY}43{SERIAL:03d}:8;5{YY}44{SERIAL:03d}:12;5{YY}45{SERIAL:03d}:16;5{YY}46{SERIAL:03d}:9;5{YY}47{SERIAL:03d}:10;5{YY}48{SERIAL:03d}:12;5{YY}49{SERIAL:03d}:14;5{YY}52{SERIAL:03d}:3;5{YY}53{SERIAL:03d}:3;5{YY}54{SERIAL:03d}:1;5{YY}55{SERIAL:03d}:1;5{YY}56{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2013,youth_c,5{YY}01{SERIAL:03d}:215;5{YY}02{SERIAL:03d}:327;5{YY}03{SERIAL:03d}:216;5{YY}04{SERIAL:03d}:260;5{YY}05{SERIAL:03d}:478;5{YY}06{SERIAL:03d}:215;5{YY}07{SERIAL:03d}:187;5{YY}08{SERIAL:03d}:572;5{YY}09{SERIAL:03d}:263,project type may occupy several numbering families
one_project_type_multiple_templates,2014,general,5{YY}71{SERIAL:03d}:189;5{YY}72{SERIAL:03d}:276;5{YY}73{SERIAL:03d}:187;5{YY}74{SERIAL:03d}:257;5{YY}75{SERIAL:03d}:483;5{YY}76{SERIAL:03d}:189;5{YY}77{SERIAL:03d}:184;5{YY}78{SERIAL:03d}:487;5{YY}79{SERIAL:03d}:219,project type may occupy several numbering families
one_project_type_multiple_templates,2014,joint_fund,U{YY}04{SERIAL:03d}:29;U{YY}07{SERIAL:03d}:2;U{YY}34{SERIAL:03d}:11;U{YY}35{SERIAL:03d}:10;U{YY}60{SERIAL:03d}:12,project type may occupy several numbering families
one_project_type_multiple_templates,2014,key,5{YY}31{SERIAL:03d}:9;5{YY}32{SERIAL:03d}:9;5{YY}33{SERIAL:03d}:9;5{YY}34{SERIAL:03d}:9;5{YY}35{SERIAL:03d}:12;5{YY}36{SERIAL:03d}:9;5{YY}37{SERIAL:03d}:8;5{YY}38{SERIAL:03d}:11;5{YY}39{SERIAL:03d}:8,project type may occupy several numbering families
one_project_type_multiple_templates,2014,major_research_plan,9{YY}23{SERIAL:03d}:3;9{YY}33{SERIAL:03d}:18;9{YY}34{SERIAL:03d}:2;9{YY}41{SERIAL:03d}:28,project type may occupy several numbering families
one_project_type_multiple_templates,2014,regional,5{YY}61{SERIAL:03d}:35;5{YY}62{SERIAL:03d}:37;5{YY}63{SERIAL:03d}:23;5{YY}64{SERIAL:03d}:44;5{YY}65{SERIAL:03d}:59;5{YY}66{SERIAL:03d}:17;5{YY}67{SERIAL:03d}:22;5{YY}68{SERIAL:03d}:66;5{YY}69{SERIAL:03d}:35,project type may occupy several numbering families
one_project_type_multiple_templates,2014,youth_c,5{YY}01{SERIAL:03d}:241;5{YY}02{SERIAL:03d}:366;5{YY}03{SERIAL:03d}:244;5{YY}04{SERIAL:03d}:308;5{YY}05{SERIAL:03d}:522;5{YY}06{SERIAL:03d}:239;5{YY}07{SERIAL:03d}:199;5{YY}08{SERIAL:03d}:619;5{YY}09{SERIAL:03d}:286,project type may occupy several numbering families
one_project_type_multiple_templates,2015,general,5{YY}71{SERIAL:03d}:214;5{YY}72{SERIAL:03d}:301;5{YY}73{SERIAL:03d}:217;5{YY}74{SERIAL:03d}:296;5{YY}75{SERIAL:03d}:545;5{YY}76{SERIAL:03d}:214;5{YY}77{SERIAL:03d}:191;5{YY}78{SERIAL:03d}:560;5{YY}79{SERIAL:03d}:251,project type may occupy several numbering families
one_project_type_multiple_templates,2015,joint_fund,U{YY}04{SERIAL:03d}:32;U{YY}08{SERIAL:03d}:13;U{YY}09{SERIAL:03d}:4;U{YY}10{SERIAL:03d}:30;U{YY}34{SERIAL:03d}:8;U{YY}37{SERIAL:03d}:25;U{YY}60{SERIAL:03d}:18;U{YY}64{SERIAL:03d}:10,project type may occupy several numbering families
one_project_type_multiple_templates,2015,key,5{YY}31{SERIAL:03d}:9;5{YY}32{SERIAL:03d}:10;5{YY}33{SERIAL:03d}:9;5{YY}34{SERIAL:03d}:9;5{YY}35{SERIAL:03d}:12;5{YY}36{SERIAL:03d}:9;5{YY}37{SERIAL:03d}:10;5{YY}38{SERIAL:03d}:13;5{YY}39{SERIAL:03d}:9,project type may occupy several numbering families
one_project_type_multiple_templates,2015,major_research_plan,9{YY}15{SERIAL:03d}:4;9{YY}23{SERIAL:03d}:2;9{YY}34{SERIAL:03d}:1;9{YY}36{SERIAL:03d}:1;9{YY}41{SERIAL:03d}:25;9{YY}44{SERIAL:03d}:1;9{YY}45{SERIAL:03d}:1;9{YY}47{SERIAL:03d}:24,project type may occupy several numbering families
one_project_type_multiple_templates,2015,regional,5{YY}61{SERIAL:03d}:33;5{YY}62{SERIAL:03d}:37;5{YY}63{SERIAL:03d}:23;5{YY}64{SERIAL:03d}:45;5{YY}65{SERIAL:03d}:60;5{YY}66{SERIAL:03d}:17;5{YY}67{SERIAL:03d}:22;5{YY}68{SERIAL:03d}:67;5{YY}69{SERIAL:03d}:35,project type may occupy several numbering families
one_project_type_multiple_templates,2015,youth_c,5{YY}01{SERIAL:03d}:228;5{YY}02{SERIAL:03d}:352;5{YY}03{SERIAL:03d}:232;5{YY}04{SERIAL:03d}:298;5{YY}05{SERIAL:03d}:505;5{YY}06{SERIAL:03d}:227;5{YY}07{SERIAL:03d}:193;5{YY}08{SERIAL:03d}:585;5{YY}09{SERIAL:03d}:274,project type may occupy several numbering families
one_project_type_multiple_templates,2016,general,5{YY}71{SERIAL:03d}:219;5{YY}72{SERIAL:03d}:314;5{YY}73{SERIAL:03d}:220;5{YY}74{SERIAL:03d}:305;5{YY}75{SERIAL:03d}:539;5{YY}76{SERIAL:03d}:213;5{YY}77{SERIAL:03d}:195;5{YY}78{SERIAL:03d}:579;5{YY}79{SERIAL:03d}:265,project type may occupy several numbering families
one_project_type_multiple_templates,2016,joint_fund,U{YY}08{SERIAL:03d}:9;U{YY}09{SERIAL:03d}:5;U{YY}10{SERIAL:03d}:22;U{YY}13{SERIAL:03d}:8;U{YY}37{SERIAL:03d}:21;U{YY}60{SERIAL:03d}:24;U{YY}64{SERIAL:03d}:8,project type may occupy several numbering families
one_project_type_multiple_templates,2016,key,5{YY}31{SERIAL:03d}:9;5{YY}32{SERIAL:03d}:10;5{YY}33{SERIAL:03d}:9;5{YY}34{SERIAL:03d}:9;5{YY}35{SERIAL:03d}:11;5{YY}36{SERIAL:03d}:9;5{YY}37{SERIAL:03d}:10;5{YY}38{SERIAL:03d}:13;5{YY}39{SERIAL:03d}:9,project type may occupy several numbering families
one_project_type_multiple_templates,2016,major_research_plan,9{YY}22{SERIAL:03d}:5;9{YY}23{SERIAL:03d}:4;9{YY}34{SERIAL:03d}:3;9{YY}41{SERIAL:03d}:29;9{YY}44{SERIAL:03d}:1;9{YY}47{SERIAL:03d}:26;9{YY}48{SERIAL:03d}:18,project type may occupy several numbering families
one_project_type_multiple_templates,2016,regional,5{YY}61{SERIAL:03d}:33;5{YY}62{SERIAL:03d}:38;5{YY}63{SERIAL:03d}:22;5{YY}64{SERIAL:03d}:47;5{YY}65{SERIAL:03d}:58;5{YY}66{SERIAL:03d}:17;5{YY}67{SERIAL:03d}:21;5{YY}68{SERIAL:03d}:68;5{YY}69{SERIAL:03d}:34,project type may occupy several numbering families
one_project_type_multiple_templates,2016,youth_c,5{YY}01{SERIAL:03d}:228;5{YY}02{SERIAL:03d}:357;5{YY}03{SERIAL:03d}:236;5{YY}04{SERIAL:03d}:310;5{YY}05{SERIAL:03d}:497;5{YY}06{SERIAL:03d}:227;5{YY}07{SERIAL:03d}:188;5{YY}08{SERIAL:03d}:548;5{YY}09{SERIAL:03d}:270,project type may occupy several numbering families
one_project_type_multiple_templates,2017,general,5{YY}71{SERIAL:03d}:237;5{YY}72{SERIAL:03d}:339;5{YY}73{SERIAL:03d}:231;5{YY}74{SERIAL:03d}:343;5{YY}75{SERIAL:03d}:564;5{YY}76{SERIAL:03d}:228;5{YY}77{SERIAL:03d}:217;5{YY}78{SERIAL:03d}:642;5{YY}79{SERIAL:03d}:280,project type may occupy several numbering families
one_project_type_multiple_templates,2017,joint_fund,U{YY}06{SERIAL:03d}:10;U{YY}08{SERIAL:03d}:9;U{YY}09{SERIAL:03d}:5;U{YY}10{SERIAL:03d}:25;U{YY}13{SERIAL:03d}:7;U{YY}34{SERIAL:03d}:8;U{YY}37{SERIAL:03d}:27;U{YY}60{SERIAL:03d}:26;U{YY}64{SERIAL:03d}:9;U{YY}65{SERIAL:03d}:17;U{YY}66{SERIAL:03d}:23,project type may occupy several numbering families
one_project_type_multiple_templates,2017,key,5{YY}31{SERIAL:03d}:10;5{YY}32{SERIAL:03d}:10;5{YY}33{SERIAL:03d}:10;5{YY}34{SERIAL:03d}:10;5{YY}35{SERIAL:03d}:13;5{YY}36{SERIAL:03d}:10;5{YY}37{SERIAL:03d}:11;5{YY}38{SERIAL:03d}:13;5{YY}39{SERIAL:03d}:11,project type may occupy several numbering families
one_project_type_multiple_templates,2017,major_research_plan,9{YY}41{SERIAL:03d}:28;9{YY}46{SERIAL:03d}:1;9{YY}47{SERIAL:03d}:8;9{YY}48{SERIAL:03d}:21;9{YY}52{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2017,regional,5{YY}61{SERIAL:03d}:37;5{YY}62{SERIAL:03d}:43;5{YY}63{SERIAL:03d}:24;5{YY}64{SERIAL:03d}:51;5{YY}65{SERIAL:03d}:63;5{YY}66{SERIAL:03d}:18;5{YY}67{SERIAL:03d}:24;5{YY}68{SERIAL:03d}:74;5{YY}69{SERIAL:03d}:37,project type may occupy several numbering families
one_project_type_multiple_templates,2017,youth_c,5{YY}01{SERIAL:03d}:242;5{YY}02{SERIAL:03d}:378;5{YY}03{SERIAL:03d}:260;5{YY}04{SERIAL:03d}:338;5{YY}05{SERIAL:03d}:544;5{YY}06{SERIAL:03d}:248;5{YY}07{SERIAL:03d}:204;5{YY}08{SERIAL:03d}:562;5{YY}09{SERIAL:03d}:290,project type may occupy several numbering families
one_project_type_multiple_templates,2018,general,5{YY}71{SERIAL:03d}:250;5{YY}72{SERIAL:03d}:340;5{YY}73{SERIAL:03d}:240;5{YY}74{SERIAL:03d}:371;5{YY}75{SERIAL:03d}:585;5{YY}76{SERIAL:03d}:226;5{YY}77{SERIAL:03d}:216;5{YY}78{SERIAL:03d}:675;5{YY}79{SERIAL:03d}:292,project type may occupy several numbering families
one_project_type_multiple_templates,2018,joint_fund,U{YY}06{SERIAL:03d}:12;U{YY}08{SERIAL:03d}:10;U{YY}09{SERIAL:03d}:7;U{YY}10{SERIAL:03d}:27;U{YY}13{SERIAL:03d}:7;U{YY}34{SERIAL:03d}:9;U{YY}37{SERIAL:03d}:13;U{YY}39{SERIAL:03d}:2;U{YY}60{SERIAL:03d}:20;U{YY}64{SERIAL:03d}:8;U{YY}65{SERIAL:03d}:8;U{YY}66{SERIAL:03d}:12;U{YY}67{SERIAL:03d}:2,project type may occupy several numbering families
one_project_type_multiple_templates,2018,key,5{YY}31{SERIAL:03d}:12;5{YY}32{SERIAL:03d}:11;5{YY}33{SERIAL:03d}:11;5{YY}34{SERIAL:03d}:10;5{YY}35{SERIAL:03d}:13;5{YY}36{SERIAL:03d}:10;5{YY}37{SERIAL:03d}:11;5{YY}38{SERIAL:03d}:13;5{YY}39{SERIAL:03d}:11,project type may occupy several numbering families
one_project_type_multiple_templates,2018,major_research_plan,9{YY}33{SERIAL:03d}:3;9{YY}41{SERIAL:03d}:1;9{YY}45{SERIAL:03d}:1;9{YY}47{SERIAL:03d}:3;9{YY}48{SERIAL:03d}:9;9{YY}56{SERIAL:03d}:2;9{YY}60{SERIAL:03d}:45,project type may occupy several numbering families
one_project_type_multiple_templates,2018,regional,5{YY}61{SERIAL:03d}:34;5{YY}62{SERIAL:03d}:35;5{YY}63{SERIAL:03d}:22;5{YY}64{SERIAL:03d}:45;5{YY}65{SERIAL:03d}:59;5{YY}66{SERIAL:03d}:17;5{YY}67{SERIAL:03d}:22;5{YY}68{SERIAL:03d}:76;5{YY}69{SERIAL:03d}:32,project type may occupy several numbering families
one_project_type_multiple_templates,2018,youth_c,5{YY}01{SERIAL:03d}:237;5{YY}02{SERIAL:03d}:361;5{YY}03{SERIAL:03d}:246;5{YY}04{SERIAL:03d}:355;5{YY}05{SERIAL:03d}:556;5{YY}06{SERIAL:03d}:251;5{YY}07{SERIAL:03d}:205;5{YY}08{SERIAL:03d}:562;5{YY}09{SERIAL:03d}:298,project type may occupy several numbering families
one_project_type_multiple_templates,2019,general,5{YY}71{SERIAL:03d}:251;5{YY}72{SERIAL:03d}:349;5{YY}73{SERIAL:03d}:245;5{YY}74{SERIAL:03d}:379;5{YY}75{SERIAL:03d}:597;5{YY}76{SERIAL:03d}:238;5{YY}77{SERIAL:03d}:220;5{YY}78{SERIAL:03d}:676;5{YY}79{SERIAL:03d}:295,project type may occupy several numbering families
one_project_type_multiple_templates,2019,joint_fund,U19A20{SERIAL:03d}:12;U19A2{SERIAL:03d}:16;U19B2{SERIAL:03d}:5;U{YY}06{SERIAL:03d}:9;U{YY}08{SERIAL:03d}:15;U{YY}09{SERIAL:03d}:10;U{YY}10{SERIAL:03d}:9;U{YY}13{SERIAL:03d}:4;U{YY}34{SERIAL:03d}:18;U{YY}37{SERIAL:03d}:11;U{YY}39{SERIAL:03d}:3;U{YY}60{SERIAL:03d}:20;U{YY}64{SERIAL:03d}:4;U{YY}65{SERIAL:03d}:15;U{YY}66{SERIAL:03d}:12;U{YY}67{SERIAL:03d}:4,project type may occupy several numbering families
one_project_type_multiple_templates,2019,key,5{YY}31{SERIAL:03d}:12;5{YY}32{SERIAL:03d}:11;5{YY}33{SERIAL:03d}:11;5{YY}34{SERIAL:03d}:10;5{YY}35{SERIAL:03d}:14;5{YY}36{SERIAL:03d}:11;5{YY}37{SERIAL:03d}:11;5{YY}38{SERIAL:03d}:14;5{YY}39{SERIAL:03d}:11,project type may occupy several numbering families
one_project_type_multiple_templates,2019,major_research_plan,9{YY}41{SERIAL:03d}:6;9{YY}48{SERIAL:03d}:3;9{YY}60{SERIAL:03d}:14;9{YY}62{SERIAL:03d}:1;9{YY}63{SERIAL:03d}:30,project type may occupy several numbering families
one_project_type_multiple_templates,2019,regional,5{YY}61{SERIAL:03d}:35;5{YY}62{SERIAL:03d}:36;5{YY}63{SERIAL:03d}:21;5{YY}64{SERIAL:03d}:46;5{YY}65{SERIAL:03d}:58;5{YY}66{SERIAL:03d}:19;5{YY}67{SERIAL:03d}:20;5{YY}68{SERIAL:03d}:76;5{YY}69{SERIAL:03d}:32,project type may occupy several numbering families
one_project_type_multiple_templates,2019,youth_c,5{YY}01{SERIAL:03d}:253;5{YY}02{SERIAL:03d}:353;5{YY}03{SERIAL:03d}:258;5{YY}04{SERIAL:03d}:359;5{YY}05{SERIAL:03d}:557;5{YY}06{SERIAL:03d}:265;5{YY}07{SERIAL:03d}:206;5{YY}08{SERIAL:03d}:567;5{YY}09{SERIAL:03d}:291,project type may occupy several numbering families
one_project_type_multiple_templates,2020,general,5{YY}70{SERIAL:03d}:196;5{YY}71{SERIAL:03d}:349;5{YY}72{SERIAL:03d}:418;5{YY}73{SERIAL:03d}:315;5{YY}74{SERIAL:03d}:366;5{YY}75{SERIAL:03d}:559;5{YY}76{SERIAL:03d}:219;5{YY}77{SERIAL:03d}:223;5{YY}78{SERIAL:03d}:509;5{YY}79{SERIAL:03d}:150,project type may occupy several numbering families
one_project_type_multiple_templates,2020,joint_fund,U20A20{SERIAL:03d}:111;U20B2{SERIAL:03d}:13;U{YY}06{SERIAL:03d}:12;U{YY}13{SERIAL:03d}:4;U{YY}34{SERIAL:03d}:10;U{YY}37{SERIAL:03d}:9;U{YY}39{SERIAL:03d}:2;U{YY}40{SERIAL:03d}:13;U{YY}66{SERIAL:03d}:14;U{YY}67{SERIAL:03d}:6,project type may occupy several numbering families
one_project_type_multiple_templates,2020,major_research_plan,9{YY}47{SERIAL:03d}:8;9{YY}48{SERIAL:03d}:3;9{YY}56{SERIAL:03d}:1;9{YY}60{SERIAL:03d}:16;9{YY}61{SERIAL:03d}:2;9{YY}62{SERIAL:03d}:3;9{YY}63{SERIAL:03d}:1;9{YY}64{SERIAL:03d}:1;9{YY}66{SERIAL:03d}:17,project type may occupy several numbering families
one_project_type_multiple_templates,2020,regional,5{YY}60{SERIAL:03d}:23;5{YY}61{SERIAL:03d}:42;5{YY}62{SERIAL:03d}:47;5{YY}63{SERIAL:03d}:30;5{YY}64{SERIAL:03d}:49;5{YY}65{SERIAL:03d}:65;5{YY}66{SERIAL:03d}:17;5{YY}67{SERIAL:03d}:21;5{YY}68{SERIAL:03d}:67;5{YY}69{SERIAL:03d}:29,project type may occupy several numbering families
one_project_type_multiple_templates,2020,youth_c,5{YY}00{SERIAL:03d}:185;5{YY}01{SERIAL:03d}:338;5{YY}02{SERIAL:03d}:411;5{YY}03{SERIAL:03d}:306;5{YY}04{SERIAL:03d}:343;5{YY}05{SERIAL:03d}:521;5{YY}06{SERIAL:03d}:250;5{YY}07{SERIAL:03d}:199;5{YY}08{SERIAL:03d}:410;5{YY}09{SERIAL:03d}:149,project type may occupy several numbering families
one_project_type_multiple_templates,2021,general,5{YY}72{SERIAL:03d}:1;5{YY}77{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2021,major_research_plan,9{YY}61{SERIAL:03d}:1;9{YY}62{SERIAL:03d}:1;9{YY}63{SERIAL:03d}:28;9{YY}66{SERIAL:03d}:11;9{YY}67{SERIAL:03d}:1,project type may occupy several numbering families
one_project_type_multiple_templates,2021,youth_c,5{YY}00{SERIAL:03d}:219;5{YY}01{SERIAL:03d}:403;5{YY}02{SERIAL:03d}:477;5{YY}03{SERIAL:03d}:365;5{YY}04{SERIAL:03d}:404;5{YY}05{SERIAL:03d}:589;5{YY}06{SERIAL:03d}:285;5{YY}07{SERIAL:03d}:241;5{YY}08{SERIAL:03d}:480;5{YY}09{SERIAL:03d}:169,project type may occupy several numbering families
one_project_type_multiple_templates,2022,youth_c,5{YY}00{SERIAL:03d}:5;5{YY}01{SERIAL:03d}:4;5{YY}02{SERIAL:03d}:8;5{YY}03{SERIAL:03d}:12;5{YY}04{SERIAL:03d}:7;5{YY}05{SERIAL:03d}:8;5{YY}06{SERIAL:03d}:2;5{YY}07{SERIAL:03d}:11;5{YY}08{SERIAL:03d}:10;5{YY}09{SERIAL:03d}:3,project type may occupy several numbering families
one_project_type_multiple_templates,2023,youth_c,5{YY}01{SERIAL:03d}:1;5{YY}02{SERIAL:03d}:4;5{YY}03{SERIAL:03d}:1;5{YY}05{SERIAL:03d}:3;5{YY}07{SERIAL:03d}:1;5{YY}08{SERIAL:03d}:1,project type may occupy several numbering families
